raw_class,display_class,path,filename,width,height,aspect_ratio,size_pixels,mode,split,label
Crossings,Crossings,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Crossings/00031_00023_00010.png,00031_00023_00010.png,35,36,0.9722222222222222,1260,RGB,train,1
No Entry,No Entry,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/No Entry/00014_00013_00008.png,00014_00013_00008.png,51,52,0.9807692307692307,2652,RGB,train,3
DIrection,Direction,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/DIrection/00039_00000_00000.png,00039_00000_00000.png,81,82,0.9878048780487805,6642,RGB,train,2
No Entry,No Entry,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/No Entry/00017_00009_00020.png,00017_00009_00020.png,44,48,0.9166666666666666,2112,RGB,train,3
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00004_00027_00005.png,00004_00027_00005.png,31,32,0.96875,992,RGB,train,4
DIrection,Direction,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/DIrection/00038_00015_00012.png,00038_00015_00012.png,38,40,0.95,1520,RGB,train,2
DIrection,Direction,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/DIrection/00038_00036_00015.png,00038_00036_00015.png,61,60,1.0166666666666666,3660,RGB,train,2
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00007_00008_00015.png,00007_00008_00015.png,39,40,0.975,1560,RGB,train,4
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00005_00056_00002.png,00005_00056_00002.png,28,30,0.9333333333333333,840,RGB,train,4
No Entry,No Entry,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/No Entry/00017_00021_00011.png,00017_00021_00011.png,37,36,1.0277777777777777,1332,RGB,train,3
DIrection,Direction,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/DIrection/00039_00007_00007.png,00039_00007_00007.png,58,61,0.9508196721311475,3538,RGB,train,2
No Entry,No Entry,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/No Entry/00014_00002_00006.png,00014_00002_00006.png,36,36,1.0,1296,RGB,train,3
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00004_00033_00010.png,00004_00033_00010.png,33,34,0.9705882352941176,1122,RGB,train,4
DIrection,Direction,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/DIrection/00038_00018_00009.png,00038_00018_00009.png,32,31,1.032258064516129,992,RGB,train,2
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00007_00042_00010.png,00007_00042_00010.png,36,35,1.0285714285714285,1260,RGB,train,4
Crossings,Crossings,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Crossings/00031_00012_00002.png,00031_00012_00002.png,33,32,1.03125,1056,RGB,train,1
DIrection,Direction,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/DIrection/00038_00065_00000.png,00038_00065_00000.png,28,30,0.9333333333333333,840,RGB,train,2
DIrection,Direction,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/DIrection/00038_00060_00024.png,00038_00060_00024.png,54,59,0.9152542372881356,3186,RGB,train,2
No Entry,No Entry,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/No Entry/00017_00025_00001.png,00017_00025_00001.png,37,38,0.9736842105263158,1406,RGB,train,3
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00008_00013_00027.png,00008_00013_00027.png,100,106,0.9433962264150944,10600,RGB,train,4
No Entry,No Entry,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/No Entry/00015_00014_00016.png,00015_00014_00016.png,38,44,0.8636363636363636,1672,RGB,train,3
DIrection,Direction,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/DIrection/00037_00001_00002.png,00037_00001_00002.png,30,29,1.0344827586206897,870,RGB,train,2
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00030_00014_00018.png,00030_00014_00018.png,44,40,1.1,1760,RGB,train,0
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00005_00058_00019.png,00005_00058_00019.png,43,43,1.0,1849,RGB,train,4
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00007_00006_00024.png,00007_00006_00024.png,70,70,1.0,4900,RGB,train,4
Crossings,Crossings,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Crossings/00027_00003_00011.png,00027_00003_00011.png,46,47,0.9787234042553191,2162,RGB,train,1
DIrection,Direction,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/DIrection/00038_00043_00002.png,00038_00043_00002.png,33,36,0.9166666666666666,1188,RGB,train,2
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00021_00006_00004.png,00021_00006_00004.png,35,33,1.0606060606060606,1155,RGB,train,0
Crossings,Crossings,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Crossings/00031_00006_00009.png,00031_00006_00009.png,37,36,1.0277777777777777,1332,RGB,train,1
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00008_00024_00016.png,00008_00024_00016.png,45,45,1.0,2025,RGB,train,4
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00004_00027_00004.png,00004_00027_00004.png,31,30,1.0333333333333334,930,RGB,train,4
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00004_00026_00009.png,00004_00026_00009.png,42,43,0.9767441860465116,1806,RGB,train,4
Crossings,Crossings,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Crossings/00028_00006_00010.png,00028_00006_00010.png,48,44,1.0909090909090908,2112,RGB,train,1
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00005_00056_00029.png,00005_00056_00029.png,116,110,1.0545454545454545,12760,RGB,train,4
No Entry,No Entry,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/No Entry/00016_00007_00003.png,00016_00007_00003.png,28,30,0.9333333333333333,840,RGB,train,3
DIrection,Direction,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/DIrection/00036_00009_00019.png,00036_00009_00019.png,43,43,1.0,1849,RGB,train,2
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00004_00025_00000.png,00004_00025_00000.png,35,33,1.0606060606060606,1155,RGB,train,4
DIrection,Direction,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/DIrection/00038_00010_00026.png,00038_00010_00026.png,48,46,1.0434782608695652,2208,RGB,train,2
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00023_00014_00016.png,00023_00014_00016.png,92,81,1.1358024691358024,7452,RGB,train,0
DIrection,Direction,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/DIrection/00038_00023_00003.png,00038_00023_00003.png,30,30,1.0,900,RGB,train,2
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00008_00000_00008.png,00008_00000_00008.png,38,39,0.9743589743589743,1482,RGB,train,4
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00005_00001_00010.png,00005_00001_00010.png,30,31,0.967741935483871,930,RGB,train,4
DIrection,Direction,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/DIrection/00038_00011_00029.png,00038_00011_00029.png,92,94,0.9787234042553191,8648,RGB,train,2
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00022_00012_00027.png,00022_00012_00027.png,97,89,1.0898876404494382,8633,RGB,train,0
Crossings,Crossings,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Crossings/00028_00017_00007.png,00028_00017_00007.png,39,36,1.0833333333333333,1404,RGB,train,1
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00005_00022_00022.png,00005_00022_00022.png,53,52,1.0192307692307692,2756,RGB,train,4
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00030_00009_00012.png,00030_00009_00012.png,58,52,1.1153846153846154,3016,RGB,train,0
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00022_00010_00025.png,00022_00010_00025.png,53,52,1.0192307692307692,2756,RGB,train,0
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00008_00032_00008.png,00008_00032_00008.png,32,33,0.9696969696969697,1056,RGB,train,4
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00004_00038_00010.png,00004_00038_00010.png,36,37,0.972972972972973,1332,RGB,train,4
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00008_00019_00017.png,00008_00019_00017.png,50,50,1.0,2500,RGB,train,4
Crossings,Crossings,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Crossings/00029_00001_00002.png,00029_00001_00002.png,38,34,1.1176470588235294,1292,RGB,train,1
Crossings,Crossings,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Crossings/00027_00005_00003.png,00027_00005_00003.png,31,28,1.1071428571428572,868,RGB,train,1
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00023_00016_00029.png,00023_00016_00029.png,79,75,1.0533333333333332,5925,RGB,train,0
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00008_00006_00028.png,00008_00006_00028.png,56,56,1.0,3136,RGB,train,4
Crossings,Crossings,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Crossings/00031_00021_00005.png,00031_00021_00005.png,35,34,1.0294117647058822,1190,RGB,train,1
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00030_00007_00022.png,00030_00007_00022.png,80,73,1.095890410958904,5840,RGB,train,0
Crossings,Crossings,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Crossings/00031_00003_00020.png,00031_00003_00020.png,57,53,1.0754716981132075,3021,RGB,train,1
DIrection,Direction,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/DIrection/00038_00024_00003.png,00038_00024_00003.png,32,32,1.0,1024,RGB,train,2
Crossings,Crossings,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Crossings/00028_00007_00000.png,00028_00007_00000.png,58,50,1.16,2900,RGB,train,1
Crossings,Crossings,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Crossings/00027_00001_00015.png,00027_00001_00015.png,52,48,1.0833333333333333,2496,RGB,train,1
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00005_00053_00017.png,00005_00053_00017.png,39,37,1.054054054054054,1443,RGB,train,4
Crossings,Crossings,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Crossings/00028_00000_00019.png,00028_00000_00019.png,45,42,1.0714285714285714,1890,RGB,train,1
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00004_00053_00012.png,00004_00053_00012.png,46,44,1.0454545454545454,2024,RGB,train,4
Crossings,Crossings,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Crossings/00029_00008_00013.png,00029_00008_00013.png,54,50,1.08,2700,RGB,train,1
DIrection,Direction,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/DIrection/00039_00003_00013.png,00039_00003_00013.png,36,38,0.9473684210526315,1368,RGB,train,2
DIrection,Direction,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/DIrection/00038_00023_00029.png,00038_00023_00029.png,130,137,0.948905109489051,17810,RGB,train,2
DIrection,Direction,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/DIrection/00038_00042_00017.png,00038_00042_00017.png,47,51,0.9215686274509803,2397,RGB,train,2
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00008_00003_00026.png,00008_00003_00026.png,58,58,1.0,3364,RGB,train,4
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00030_00014_00024.png,00030_00014_00024.png,53,48,1.1041666666666667,2544,RGB,train,0
No Entry,No Entry,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/No Entry/00017_00024_00013.png,00017_00024_00013.png,36,39,0.9230769230769231,1404,RGB,train,3
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00030_00011_00021.png,00030_00011_00021.png,63,65,0.9692307692307692,4095,RGB,train,0
No Entry,No Entry,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/No Entry/00014_00020_00003.png,00014_00020_00003.png,43,47,0.9148936170212766,2021,RGB,train,3
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00008_00023_00021.png,00008_00023_00021.png,48,49,0.9795918367346939,2352,RGB,train,4
No Entry,No Entry,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/No Entry/00015_00010_00021.png,00015_00010_00021.png,49,49,1.0,2401,RGB,train,3
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00008_00023_00001.png,00008_00023_00001.png,32,33,0.9696969696969697,1056,RGB,train,4
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00004_00052_00026.png,00004_00052_00026.png,56,57,0.9824561403508771,3192,RGB,train,4
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00004_00052_00008.png,00004_00052_00008.png,29,31,0.9354838709677419,899,RGB,train,4
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00030_00001_00024.png,00030_00001_00024.png,50,44,1.1363636363636365,2200,RGB,train,0
No Entry,No Entry,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/No Entry/00017_00031_00009.png,00017_00031_00009.png,34,35,0.9714285714285714,1190,RGB,train,3
DIrection,Direction,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/DIrection/00038_00032_00014.png,00038_00032_00014.png,44,43,1.0232558139534884,1892,RGB,train,2
DIrection,Direction,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/DIrection/00037_00006_00014.png,00037_00006_00014.png,54,57,0.9473684210526315,3078,RGB,train,2
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00005_00050_00025.png,00005_00050_00025.png,55,54,1.0185185185185186,2970,RGB,train,4
Crossings,Crossings,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Crossings/00031_00012_00028.png,00031_00012_00028.png,116,105,1.1047619047619048,12180,RGB,train,1
DIrection,Direction,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/DIrection/00036_00000_00022.png,00036_00000_00022.png,54,53,1.0188679245283019,2862,RGB,train,2
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00008_00015_00024.png,00008_00015_00024.png,52,49,1.0612244897959184,2548,RGB,train,4
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00022_00001_00012.png,00022_00001_00012.png,40,37,1.0810810810810811,1480,RGB,train,0
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00004_00029_00013.png,00004_00029_00013.png,39,39,1.0,1521,RGB,train,4
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00008_00007_00026.png,00008_00007_00026.png,56,56,1.0,3136,RGB,train,4
DIrection,Direction,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/DIrection/00038_00042_00000.png,00038_00042_00000.png,26,27,0.9629629629629629,702,RGB,train,2
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00004_00050_00010.png,00004_00050_00010.png,33,33,1.0,1089,RGB,train,4
No Entry,No Entry,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/No Entry/00015_00011_00023.png,00015_00011_00023.png,61,64,0.953125,3904,RGB,train,3
DIrection,Direction,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/DIrection/00038_00028_00001.png,00038_00028_00001.png,27,29,0.9310344827586207,783,RGB,train,2
Crossings,Crossings,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Crossings/00031_00016_00004.png,00031_00016_00004.png,34,34,1.0,1156,RGB,train,1
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00007_00043_00020.png,00007_00043_00020.png,42,43,0.9767441860465116,1806,RGB,train,4
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00022_00002_00009.png,00022_00002_00009.png,40,39,1.0256410256410255,1560,RGB,train,0
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00007_00019_00018.png,00007_00019_00018.png,42,44,0.9545454545454546,1848,RGB,train,4
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00005_00016_00015.png,00005_00016_00015.png,43,43,1.0,1849,RGB,train,4
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00005_00031_00020.png,00005_00031_00020.png,41,42,0.9761904761904762,1722,RGB,train,4
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00007_00024_00011.png,00007_00024_00011.png,36,35,1.0285714285714285,1260,RGB,train,4
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00004_00041_00001.png,00004_00041_00001.png,29,30,0.9666666666666667,870,RGB,train,4
No Entry,No Entry,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/No Entry/00014_00022_00006.png,00014_00022_00006.png,40,41,0.975609756097561,1640,RGB,train,3
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00008_00039_00007.png,00008_00039_00007.png,34,36,0.9444444444444444,1224,RGB,train,4
No Entry,No Entry,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/No Entry/00016_00011_00028.png,00016_00011_00028.png,55,53,1.0377358490566038,2915,RGB,train,3
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00005_00027_00023.png,00005_00027_00023.png,57,54,1.0555555555555556,3078,RGB,train,4
DIrection,Direction,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/DIrection/00038_00022_00029.png,00038_00022_00029.png,64,71,0.9014084507042254,4544,RGB,train,2
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00023_00007_00027.png,00023_00007_00027.png,77,70,1.1,5390,RGB,train,0
DIrection,Direction,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/DIrection/00036_00010_00020.png,00036_00010_00020.png,43,43,1.0,1849,RGB,train,2
DIrection,Direction,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/DIrection/00038_00056_00023.png,00038_00056_00023.png,77,82,0.9390243902439024,6314,RGB,train,2
Crossings,Crossings,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Crossings/00031_00022_00009.png,00031_00022_00009.png,33,33,1.0,1089,RGB,train,1
DIrection,Direction,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/DIrection/00039_00007_00004.png,00039_00007_00004.png,55,59,0.9322033898305084,3245,RGB,train,2
Crossings,Crossings,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Crossings/00031_00023_00013.png,00031_00023_00013.png,38,38,1.0,1444,RGB,train,1
DIrection,Direction,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/DIrection/00038_00003_00018.png,00038_00003_00018.png,48,51,0.9411764705882353,2448,RGB,train,2
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00004_00021_00028.png,00004_00021_00028.png,106,104,1.0192307692307692,11024,RGB,train,4
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00004_00028_00017.png,00004_00028_00017.png,41,41,1.0,1681,RGB,train,4
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00008_00039_00002.png,00008_00039_00002.png,31,30,1.0333333333333334,930,RGB,train,4
No Entry,No Entry,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/No Entry/00015_00010_00008.png,00015_00010_00008.png,31,32,0.96875,992,RGB,train,3
No Entry,No Entry,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/No Entry/00014_00020_00004.png,00014_00020_00004.png,44,47,0.9361702127659575,2068,RGB,train,3
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00004_00061_00012.png,00004_00061_00012.png,36,36,1.0,1296,RGB,train,4
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00021_00010_00010.png,00021_00010_00010.png,34,33,1.0303030303030303,1122,RGB,train,0
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00008_00041_00018.png,00008_00041_00018.png,42,43,0.9767441860465116,1806,RGB,train,4
DIrection,Direction,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/DIrection/00038_00024_00013.png,00038_00024_00013.png,40,41,0.975609756097561,1640,RGB,train,2
No Entry,No Entry,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/No Entry/00015_00014_00000.png,00015_00014_00000.png,27,31,0.8709677419354839,837,RGB,train,3
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00007_00040_00000.png,00007_00040_00000.png,28,27,1.037037037037037,756,RGB,train,4
DIrection,Direction,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/DIrection/00036_00004_00026.png,00036_00004_00026.png,48,52,0.9230769230769231,2496,RGB,train,2
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00005_00042_00029.png,00005_00042_00029.png,93,99,0.9393939393939394,9207,RGB,train,4
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00007_00005_00015.png,00007_00005_00015.png,49,48,1.0208333333333333,2352,RGB,train,4
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00008_00016_00008.png,00008_00016_00008.png,34,34,1.0,1156,RGB,train,4
Crossings,Crossings,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Crossings/00028_00010_00000.png,00028_00010_00000.png,43,39,1.1025641025641026,1677,RGB,train,1
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00005_00009_00029.png,00005_00009_00029.png,134,140,0.9571428571428572,18760,RGB,train,4
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00007_00033_00023.png,00007_00033_00023.png,62,62,1.0,3844,RGB,train,4
No Entry,No Entry,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/No Entry/00014_00012_00027.png,00014_00012_00027.png,59,60,0.9833333333333333,3540,RGB,train,3
No Entry,No Entry,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/No Entry/00017_00035_00006.png,00017_00035_00006.png,28,29,0.9655172413793104,812,RGB,train,3
DIrection,Direction,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/DIrection/00039_00008_00004.png,00039_00008_00004.png,35,34,1.0294117647058822,1190,RGB,train,2
DIrection,Direction,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/DIrection/00037_00004_00026.png,00037_00004_00026.png,55,57,0.9649122807017544,3135,RGB,train,2
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00004_00011_00006.png,00004_00011_00006.png,31,32,0.96875,992,RGB,train,4
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00005_00035_00010.png,00005_00035_00010.png,36,37,0.972972972972973,1332,RGB,train,4
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00030_00003_00026.png,00030_00003_00026.png,117,105,1.1142857142857143,12285,RGB,train,0
No Entry,No Entry,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/No Entry/00014_00022_00015.png,00014_00022_00015.png,50,55,0.9090909090909091,2750,RGB,train,3
